main_category,subcategory,product_id,title,product_url,price,old_price,reviews_count,rating,image_url,price_clean,old_price_clean,rating_clean,reviews_clean,price_category,has_discount,discount_percentage,discount_category
"Computers,Videos & Games",Drives and Storage,2023482.0,EAGET T1 TF Memory Card 128GB 64GB 32GB Class10 U3 High Speed Flash Memory Flash Cards for Phone Driving Recorder Camera,https://www.banggood.com/EAGET-T1-TF-Memory-Card-128GB-64GB-32GB-Class10-U3-High-Speed-Flash-Memory-Flash-Cards-for-Phone-Driving-Recorder-Camera-p-2023482.html?cur_warehouse=CN&ID=515335&rmmds=CategoryComputersPop&trace_id=9b521763848933908,US$7.99,US$22.99,0,,https://imgaz2.staticbg.com/thumb/gallery/oaupload/banggood/images/08/8A/17634b37-14ee-434d-b600-6a0dcba28c7f.jpg.webp,7.99,22.99,0.0,0,Budget (<$10),True,65.25,Huge Discount (61%+)
"Computers,Videos & Games",Drives and Storage,2023991.0,Lenovo Thinkplus Memory TF Card A1 U3 C10 512GB 256GB 128GB 64GB Flash Memory Micro SD Card Smart Card for Camera Drone Phone,https://www.banggood.com/Lenovo-Thinkplus-Memory-TF-Card-A1-U3-C10-512GB-256GB-128GB-64GB-Flash-Memory-Micro-SD-Card-Smart-Card-for-Camera-Drone-Phone-p-2023991.html?cur_warehouse=CN&ID=514256&rmmds=CategoryComputersPop&trace_id=9b521763848933908,US$5.99,US$15.99,1,5.0,https://imgaz3.staticbg.com/thumb/gallery/oaupload/banggood/images/80/6F/fac3d6ca-6110-42c5-9ee6-b33c993a9c55.jpg.webp,5.99,15.99,5.0,1,Budget (<$10),True,62.54,Huge Discount (61%+)
"Computers,Videos & Games",Drives and Storage,2029675.0,Lenovo ThinkPlus MU242 USB3.0 Flash Drive 32G 64G 128G 256GB Metal Interface 360° Rotation Fast Data Transmission Portable Memory U Disk for PC Laptop Computer,https://www.banggood.com/Lenovo-ThinkPlus-MU242-USB3_0-Flash-Drive-32G-64G-128G-256GB-Metal-Interface-360-Rotation-Fast-Data-Transmission-Portable-Memory-U-Disk-for-PC-Laptop-Computer-p-2029675.html?cur_warehouse=CN&ID=43653&rmmds=CategoryComputersPop&trace_id=9b521763848933908,US$5.99,US$15.99,6,4.83,https://imgaz2.staticbg.com/thumb/gallery/oaupload/banggood/images/E7/94/e944ef08-a6b7-4524-85ac-2f5ff59b5b22.jpg.webp,5.99,15.99,4.83,6,Budget (<$10),True,62.54,Huge Discount (61%+)
"Computers,Videos & Games",Drives and Storage,2010123.0,Lenovo Thinkplus TU100 USB Flash Drive 256GB 128GB 64GB USB3.1 Gen1 High-speed High Capacity U Disk,https://www.banggood.com/Lenovo-Thinkplus-TU100-USB-Flash-Drive-256GB-128GB-64GB-USB3_1-Gen1-High-speed-High-Capacity-U-Disk-p-2010123.html?cur_warehouse=CN&ID=514256&rmmds=CategoryComputersPop&trace_id=9b521763848933908,US$8.59,US$19.99,2,5.0,https://imgaz3.staticbg.com/thumb/gallery/oaupload/banggood/images/91/9F/22362804-9565-469c-8bcc-5b56f3544f6c.jpg.webp,8.59,19.99,5.0,2,Budget (<$10),True,57.03,Large Discount (41-60%)
"Computers,Videos & Games",Drives and Storage,2013130.0,EAGET T5 TF Card for UAV 64G/128G Micro SD TF Card U3 V30 Class10 160MB/s High Speed 4K UHD for Vlogging Video Recording,https://www.banggood.com/EAGET-T5-TF-Card-for-UAV-64G-or-128G-Micro-SD-TF-Card-U3-V30-Class10-160MB-or-s-High-Speed-4K-UHD-for-Vlogging-Video-Recording-p-2013130.html?cur_warehouse=CN&ID=514256&rmmds=CategoryComputersPop&trace_id=9b521763848933908,US$5.99,US$22.99,5,5.0,https://imgaz2.staticbg.com/thumb/gallery/oaupload/banggood/images/32/BD/07cdbf0a-74b3-4b6a-b8fb-d08c1205805c.jpg.webp,5.99,22.99,5.0,5,Budget (<$10),True,73.95,Huge Discount (61%+)
"Computers,Videos & Games",Drives and Storage,1999225.0,MAIWO K3568D HDD Enclosure 2.5/3.5inch SSD Case USB3.0 to SATA3.0 5Gbps External Case with USB2.0 Expansion Mobile Portable Hard Drive for PC Laptop EU Plug,https://www.banggood.com/MAIWO-K3568D-HDD-Enclosure-2_5-or-3_5inch-SSD-Case-USB3_0-to-SATA3_0-5Gbps-External-Case-with-USB2_0-Expansion-Mobile-Portable-Hard-Drive-for-PC-Laptop-EU-Plug-p-1999225.html?cur_warehouse=CN&rmmds=CategoryComputersPop&trace_id=9b521763848933908,US$19.99,US$25.99,6,5.0,https://imgaz3.staticbg.com/thumb/gallery/oaupload/banggood/images/17/A4/2d9ba28f-299a-4926-a45d-d48555ace307.jpg.webp,19.99,25.99,5.0,6,Economy ($10-25),True,23.09,Medium Discount (21-40%)
"Computers,Videos & Games",Drives and Storage,2000290.0,"ACASIS 2.5"" SATA to USB 3.0 Hard Drive SSD External Enclosure Case 6TB Expansion Tools-free for Laptop TV Router",https://www.banggood.com/ACASIS-2_5-inch-SATA-to-USB-3_0-Hard-Drive-SSD-External-Enclosure-Case-6TB-Expansion-Tools-free-for-Laptop-TV-Router-p-2000290.html?cur_warehouse=CN&rmmds=CategoryComputersPop&trace_id=9b521763848933908,US$8.99,US$14.99,0,,https://imgaz1.staticbg.com/thumb/gallery/oaupload/banggood/images/D4/ED/62ff0493-e938-48b7-a03b-2ee781a04e84.jpg.webp,8.99,14.99,0.0,0,Budget (<$10),True,40.03,Large Discount (41-60%)
"Computers,Videos & Games",Drives and Storage,2000325.0,Maiwo KSY K104A 2.5 Inch USB3.0 to SATA Hard Disk Converter Adapter Tools-free for Notebook HDD SSD Cable,https://www.banggood.com/Maiwo-KSY-K104A-2_5-Inch-USB3_0-to-SATA-Hard-Disk-Converter-Adapter-Tools-free-for-Notebook-HDD-SSD-Cable-p-2000325.html?cur_warehouse=CN&ID=6287830&rmmds=CategoryComputersPop&trace_id=9b521763848933908,US$4.99,US$13.99,3,3.67,https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/5A/85/988c8f51-590e-496b-bfc2-623071e08cfe.jpg.webp,4.99,13.99,3.67,3,Budget (<$10),True,64.33,Huge Discount (61%+)
"Computers,Videos & Games",Drives and Storage,2001644.0,Netac US5 256GB USB Flash Drive Type-C&USB3.2 Dual Interface Pendrive 550MB/s Fast Transmission Speed OTG Stick Disk for Phone Computer Laptop,https://www.banggood.com/Netac-US5-256GB-USB-Flash-Drive-Type-CandUSB3_2-Dual-Interface-Pendrive-550MB-or-s-Fast-Transmission-Speed-OTG-Stick-Disk-for-Phone-Computer-Laptop-p-2001644.html?cur_warehouse=CN&rmmds=CategoryComputersPop&trace_id=9b521763848933908,US$35.99,US$45.99,2,5.0,https://imgaz1.staticbg.com/thumb/gallery/oaupload/banggood/images/3E/CF/ac0988d9-3350-4d82-a6a0-0399f22b7af2.jpg.webp,35.99,45.99,5.0,2,Standard ($25-50),True,21.74,Medium Discount (21-40%)
"Computers,Videos & Games",Drives and Storage,2026518.0,Dual Protocol 10Gbps M.2 MVMe & NGFF SSD Case USB3.1 Gen2 Aluminum Case External Solid State Drive Enclosure for M/M&B Key M.2 NVME SSD 2230 2242,https://www.banggood.com/Dual-Protocol-10Gbps-M_2-MVMe-and-NGFF-SSD-Case-USB3_1-Gen2-Aluminum-Case-External-Solid-State-Drive-Enclosure-for-M-or-MandB-Key-M_2-NVME-SSD-2230-2242-p-2026518.html?cur_warehouse=CN&rmmds=CategoryComputersPop&trace_id=9b521763848933908,US$8.99,US$16.99,0,,https://imgaz1.staticbg.com/thumb/gallery/oaupload/banggood/images/C3/15/c55302b5-5b4b-4b52-8f8a-6e5974b8a243.jpg.webp,8.99,16.99,0.0,0,Budget (<$10),True,47.09,Large Discount (41-60%)
"Computers,Videos & Games",Drives and Storage,2026530.0,M.2 2230 NVme SSD Enclosure 10Gbps M.2 to USB Type-C Hard Drive Disk Enclosure Aluminum M2 Case for PC Laptop Computer,https://www.banggood.com/M_2-2230-NVme-SSD-Enclosure-10Gbps-M_2-to-USB-Type-C-Hard-Drive-Disk-Enclosure-Aluminum-M2-Case-for-PC-Laptop-Computer-p-2026530.html?cur_warehouse=CN&rmmds=CategoryComputersPop&trace_id=9b521763848933908,US$11.99,US$19.99,0,,https://imgaz3.staticbg.com/thumb/gallery/oaupload/banggood/images/AE/A7/ec3ff777-ea50-4354-9b38-5c4775016df9.jpg.webp,11.99,19.99,0.0,0,Economy ($10-25),True,40.02,Large Discount (41-60%)
"Computers,Videos & Games",Drives and Storage,2026531.0,Lenovo C10 High Speed TF Memory Card 512GB/256GB/128GB/64GB Micro SD Card Flash Card Smart Card for Phone Camera Driving Recorder,https://www.banggood.com/Lenovo-C10-High-Speed-TF-Memory-Card-512GB-or-256GB-or-128GB-or-64GB-Micro-SD-Card-Flash-Card-Smart-Card-for-Phone-Camera-Driving-Recorder-p-2026531.html?cur_warehouse=CN&ID=514256&rmmds=CategoryComputersPop&trace_id=9b521763848933908,US$5.99,US$15.99,2,5.0,https://imgaz2.staticbg.com/thumb/gallery/oaupload/banggood/images/4E/64/9b181cbc-fc42-43d0-9474-6a252fc8e75f.jpg.webp,5.99,15.99,5.0,2,Budget (<$10),True,62.54,Huge Discount (61%+)
"Computers,Videos & Games",Drives and Storage,2027790.0,Microdrive Class10 High Speed SD Memory Card 128G/64G SD Card Flash Card Smart Card for Camera Driving Recorder Laptop Computer,https://www.banggood.com/Microdrive-Class10-High-Speed-SD-Memory-Card-128G-or-64G-SD-Card-Flash-Card-Smart-Card-for-Camera-Driving-Recorder-Laptop-Computer-p-2027790.html?cur_warehouse=CN&ID=514256&rmmds=CategoryComputersPop&trace_id=9b521763848933908,US$5.59,US$12.99,1,5.0,https://imgaz1.staticbg.com/thumb/gallery/oaupload/banggood/images/9C/EB/eea5ec5b-1189-40aa-9def-b108efe241e0.jpg.webp,5.59,12.99,5.0,1,Budget (<$10),True,56.97,Large Discount (41-60%)
"Computers,Videos & Games",Drives and Storage,2027865.0,MicroData U3 Class 10 TF Memory Card 64G/128G/256G High Speed Micro SD Card Flash Card Smart Card for Phone Camera Driving Recorder,https://www.banggood.com/MicroData-U3-Class-10-TF-Memory-Card-64G-or-128G-or-256G-High-Speed-Micro-SD-Card-Flash-Card-Smart-Card-for-Phone-Camera-Driving-Recorder-p-2027865.html?cur_warehouse=CN&ID=42785&rmmds=CategoryComputersPop&trace_id=9b521763848933908,US$4.99,US$12.99,1,5.0,https://imgaz2.staticbg.com/thumb/gallery/oaupload/banggood/images/C5/34/6d9fd59d-1698-4a1e-886c-5717ce2c4a0b.jpg.webp,4.99,12.99,5.0,1,Budget (<$10),True,61.59,Huge Discount (61%+)
"Computers,Videos & Games",Drives and Storage,2020637.0,Lenovo ThinkPlus MU232 USB3.2 Dual Interface Flash Drive Type-A+Type-C 256G/128G/64G 100MB/s Fast Speed U Disk Pendrive for Phone Laptop Computer,https://www.banggood.com/Lenovo-ThinkPlus-MU232-USB3_2-Dual-Interface-Flash-Drive-Type-A+Type-C-256G-or-128G-or-64G-100MB-or-s-Fast-Speed-U-Disk-Pendrive-for-Phone-Laptop-Computer-p-2020637.html?cur_warehouse=CN&ID=514256&rmmds=CategoryComputersPop&trace_id=9b521763848933908,US$11.99,US$17.99,6,4.83,https://imgaz2.staticbg.com/thumb/gallery/oaupload/banggood/images/7D/19/4fb2b583-b207-439e-9939-4e7e3c551b3b.jpg.webp,11.99,17.99,4.83,6,Economy ($10-25),True,33.35,Medium Discount (21-40%)
"Computers,Videos & Games",Drives and Storage,1950906.0,UGREEN 2.5 inch SATA Hard Drive Enclosure USB 3.0/Micro-B 3.0 External Solid State Disk Box 5Gbps 6TB Max HDD SSD Mobile Hard Drive Case Support UASP S.M.A.R.T Sleep Mode CM471,https://www.banggood.com/UGREEN-2_5-inch-SATA-Hard-Drive-Enclosure-USB-3_0-or-Micro-B-3_0-External-Solid-State-Disk-Box-5Gbps-6TB-Max-HDD-SSD-Mobile-Hard-Drive-Case-Support-UASP-S_M_A_R_T-Sleep-Mode-CM471-p-1950906.html?cur_warehouse=CN&ID=529723&rmmds=CategoryComputersPop&trace_id=9b521763848933908,US$10.99,US$19.99,11,5.0,https://imgaz3.staticbg.com/thumb/gallery/oaupload/banggood/images/48/03/4d3c3e1f-36c4-4944-9013-facdbb8b9da2.jpg.webp,10.99,19.99,5.0,11,Economy ($10-25),True,45.02,Large Discount (41-60%)
"Computers,Videos & Games",Drives and Storage,2023481.0,EAGET T1 64GB TF Memory Card Micro SD Card U3 Class10 High Speed High Speed Flash Memory Flash Cards for Camera Phone Driving Recorder,https://www.banggood.com/EAGET-T1-64GB-TF-Memory-Card-Micro-SD-Card-U3-Class10-High-Speed-High-Speed-Flash-Memory-Flash-Cards-for-Camera-Phone-Driving-Recorder-p-2023481.html?cur_warehouse=CN&rmmds=CategoryComputersPop&trace_id=9b521763848933908,US$4.00,US$15.99,0,,https://imgaz3.staticbg.com/thumb/gallery/oaupload/banggood/images/D1/EE/a94559c1-7908-4627-bb70-9a5d9ed6b669.jpg.webp,4.0,15.99,0.0,0,Budget (<$10),True,74.98,Huge Discount (61%+)
"Computers,Videos & Games",Drives and Storage,1988206.0,MicroDrive 128G TF Memory Card Class 10 High Speed Micro SD Card Flash Card Smart Card for Driving Recorder Phone Camera,https://www.banggood.com/MicroDrive-128G-TF-Memory-Card-Class-10-High-Speed-Micro-SD-Card-Flash-Card-Smart-Card-for-Driving-Recorder-Phone-Camera-p-1988206.html?cur_warehouse=CN&rmmds=CategoryComputersPop&trace_id=9b521763848933908,US$7.99,US$19.99,25,4.84,https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/57/76/f1a52d4e-3417-4319-8bf6-1ceab81ceb12.jpg.webp,7.99,19.99,4.84,25,Budget (<$10),True,60.03,Huge Discount (61%+)
"Computers,Videos & Games",Drives and Storage,1974580.0,Stickdrive CLASS10 U3 U1 TF Memory Card 32G 64G 128G 256G High Speed Driving Recorder TF Card Camera Monitoring Card with SD Adapter,https://www.banggood.com/Stickdrive-CLASS10-U3-U1-TF-Memory-Card-32G-64G-128G-256G-High-Speed-Driving-Recorder-TF-Card-Camera-Monitoring-Card-with-SD-Adapter-p-1974580.html?cur_warehouse=CN&ID=43653&rmmds=CategoryComputersPop&trace_id=9b521763848933908,US$3.65,US$15.99,46,5.0,https://imgaz3.staticbg.com/thumb/gallery/oaupload/banggood/images/A9/E7/dd26a56d-0461-435f-88eb-a430941d1063.png.webp,3.65,15.99,5.0,46,Budget (<$10),True,77.17,Huge Discount (61%+)
"Computers,Videos & Games",Drives and Storage,1993550.0,Microdrive 128GB TF Memory Card Class 10 High Speed Micro SD Card Flash Card Smart Card for Phone Camera Driving Recorder,https://www.banggood.com/Microdrive-128GB-TF-Memory-Card-Class-10-High-Speed-Micro-SD-Card-Flash-Card-Smart-Card-for-Phone-Camera-Driving-Recorder-p-1993550.html?cur_warehouse=CN&rmmds=CategoryComputersPop&trace_id=9b521763848933908,US$7.99,US$19.99,3,5.0,https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/40/0E/e3f82221-ddbd-4c02-b9a8-40c81ed6db33.jpg.webp,7.99,19.99,5.0,3,Budget (<$10),True,60.03,Huge Discount (61%+)
"Computers,Videos & Games",Drives and Storage,2026122.0,MAIWO K2024 4 Bay M.2 NVMe SSD Enclosure with USB4 Port 40Gbps High Speed SSD Case with Colling Fan Support 1-to-3 Offline Clone for 2230/2242/2260/2280 Hard Drive,https://www.banggood.com/MAIWO-K2024-4-Bay-M_2-NVMe-SSD-Enclosure-with-USB4-Port-40Gbps-High-Speed-SSD-Case-with-Colling-Fan-Support-1-to-3-Offline-Clone-for-2230-or-2242-or-2260-or-2280-Hard-Drive-p-2026122.html?cur_warehouse=CN&rmmds=CategoryComputersPop&trace_id=9b521763848946345,US$193.99,US$249.99,4,4.75,https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/5F/58/4d900fcd-8bb1-4f49-954f-a6ad1893931e.jpg.webp,193.99,249.99,4.75,4,Expensive ($100+),True,22.4,Medium Discount (21-40%)
"Computers,Videos & Games",Drives and Storage,2031690.0,Lenovo ThinkPlus TPCU301plus Type-C USB3.0 Flash Drive Dual Metal Port 360° Rotation Heat Resistance OTG A+ Chip Fa,https://www.banggood.com/Lenovo-ThinkPlus-TPCU301plus-Type-C-USB3_0-Flash-Drive-Dual-Metal-Port-360-Rotation-Heat-Resistance-OTG-A+-Chip-Fa-p-2031690.html?cur_warehouse=CN&ID=43653&rmmds=CategoryComputersPop&trace_id=9b521763848946345,US$4.99,US$14.99,2,5.0,https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/3B/37/cb7e205f-f21a-4b9d-986d-8baebb8531e2.jpg.webp,4.99,14.99,5.0,2,Budget (<$10),True,66.71,Huge Discount (61%+)
"Computers,Videos & Games",Drives and Storage,2041161.0,BlitzWolf® BW-TF4 Class 10 A2 V60 UHS-1 TF Memory Card 64GB 128GB 256GB 512GB Micro SD Card Read Speeds Up to 180MB/s Supports 4K UHD Video Recording,https://www.banggood.com/BlitzWolf-BW-TF4-Class-10-A2-V60-UHS-1-TF-Memory-Card-64GB-128GB-256GB-512GB-Micro-SD-Card-Read-Speeds-Up-to-180MB-or-s-Supports-4K-UHD-Video-Recording-p-2041161.html?cur_warehouse=CN&ID=514256&rmmds=CategoryComputersPop&trace_id=9b521763848946345,US$7.99,US$25.99,8,5.0,https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/F8/2C/66296927-f442-4185-9f7c-a623fc7dd6e4.jpg.webp,7.99,25.99,5.0,8,Budget (<$10),True,69.26,Huge Discount (61%+)
"Computers,Videos & Games",Drives and Storage,2040823.0,Lenovo Thinkplus TF Memory Card 256GB/128GB/64GB A2 U3 Class10 High Speed Micro SD Card Flash Memory Flash Cards for Phone Driving Recorder Camera,https://www.banggood.com/Lenovo-Thinkplus-TF-Memory-Card-256GB-or-128GB-or-64GB-A2-U3-Class10-High-Speed-Micro-SD-Card-Flash-Memory-Flash-Cards-for-Phone-Driving-Recorder-Camera-p-2040823.html?cur_warehouse=CN&ID=514256&rmmds=CategoryComputersPop&trace_id=9b521763848946345,US$5.29,US$15.99,1,5.0,https://imgaz3.staticbg.com/thumb/gallery/oaupload/banggood/images/05/C9/ddaca4e6-6b3f-4d6e-87eb-e494c51d06aa.jpg.webp,5.29,15.99,5.0,1,Budget (<$10),True,66.92,Huge Discount (61%+)
"Computers,Videos & Games",Drives and Storage,2041498.0,Lenovo Thinkplus Zhizhen Edition TF Memory Card A2 V30 U3 Class 10 512GB/256GB/128G Read Speeds Up to 205MB/s Micro SD Card Flash Card for Phone Camera Driving Recorder,https://www.banggood.com/Lenovo-Thinkplus-Zhizhen-Edition-TF-Memory-Card-A2-V30-U3-Class-10-512GB-or-256GB-or-128G-Read-Speeds-Up-to-205MB-or-s-Micro-SD-Card-Flash-Card-for-Phone-Camera-Driving-Recorder-p-2041498.html?cur_warehouse=CN&ID=515335&rmmds=CategoryComputersPop&trace_id=9b521763848946345,US$19.99,US$35.99,0,,https://imgaz1.staticbg.com/thumb/gallery/oaupload/banggood/images/28/34/4538e21e-d93f-4be3-b7a8-51c4c729b2b8.jpg.webp,19.99,35.99,0.0,0,Economy ($10-25),True,44.46,Large Discount (41-60%)
"Computers,Videos & Games",Drives and Storage,2042879.0,ACASIS EC-6605 Dual Disk M.2 NVMe SSD Cloner Base 20Gbps One Button Offline Clone Hard Drive Enclosure for 2230/2242/2260/2280 SSD,https://www.banggood.com/ACASIS-EC-6605-Dual-Disk-M_2-NVMe-SSD-Cloner-Base-20Gbps-One-Button-Offline-Clone-Hard-Drive-Enclosure-for-2230-or-2242-or-2260-or-2280-SSD-p-2042879.html?cur_warehouse=CN&ID=6287836&rmmds=CategoryComputersPop&trace_id=9b521763848946345,US$63.99,US$85.99,0,,https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/3F/CD/f7f3e9e2-0ed4-4da0-9f3b-e38f59c2c40a.jpg.webp,63.99,85.99,0.0,0,Premium ($50-100),True,25.58,Medium Discount (21-40%)
"Computers,Videos & Games",Drives and Storage,2042933.0,ADATA SD7.1 V30 256GB High Speed TF Memory Card 800MB/s Support 4K/8K Video Recording Micro SD Card Smart Card for Driving Recorder Phone Camera,https://www.banggood.com/ADATA-SD7_1-V30-256GB-High-Speed-TF-Memory-Card-800MB-or-s-Support-4K-or-8K-Video-Recording-Micro-SD-Card-Smart-Card-for-Driving-Recorder-Phone-Camera-p-2042933.html?cur_warehouse=CN&ID=520000&rmmds=CategoryComputersPop&trace_id=9b521763848946345,US$127.99,US$179.99,0,,https://imgaz2.staticbg.com/thumb/gallery/oaupload/banggood/images/1C/1B/f8397ad2-e962-4f9b-8853-371a9b01a59d.jpg.webp,127.99,179.99,0.0,0,Expensive ($100+),True,28.89,Medium Discount (21-40%)
"Computers,Videos & Games",Drives and Storage,2020620.0,Microdrive Class 10 TF Memory Card 128G 64G 32G U3 High Speed Smart Card Video Card Memory Card for Mobile Phone Tablet Camera Monitor,https://www.banggood.com/Microdrive-Class-10-TF-Memory-Card-128G-64G-32G-U3-High-Speed-Smart-Card-Video-Card-Memory-Card-for-Mobile-Phone-Tablet-Camera-Monitor-p-2020620.html?cur_warehouse=CN&ID=514256&rmmds=CategoryComputersPop&trace_id=9b521763848946345,US$3.20,US$13.99,1,5.0,https://imgaz2.staticbg.com/thumb/gallery/oaupload/banggood/images/FD/5B/3b528502-757d-40ae-9da7-0d5a27ddd7c7.jpg.webp,3.2,13.99,5.0,1,Budget (<$10),True,77.13,Huge Discount (61%+)
"Computers,Videos & Games",Drives and Storage,2020651.0,Aigo W381 USB3.2 Gen1 Flash Drive USB-A & Type-C 256GB 128GB 220MB/s Fast Speed Pendrive U Disk for Phone Laptop Computer,https://www.banggood.com/Aigo-W381-USB3_2-Gen1-Flash-Drive-USB-A-and-Type-C-256GB-128GB-220MB-or-s-Fast-Speed-Pendrive-U-Disk-for-Phone-Laptop-Computer-p-2020651.html?cur_warehouse=CN&ID=6285945&rmmds=CategoryComputersPop&trace_id=9b521763848946345,US$8.99,US$35.99,0,,https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/3F/92/f111a50d-3b9f-4323-bdae-b4ea709a1de8.jpg.webp,8.99,35.99,0.0,0,Budget (<$10),True,75.02,Huge Discount (61%+)
"Computers,Videos & Games",Drives and Storage,2023478.0,EAGET SU10 Type-C & USB Flash Drive 1TB/512GB/256GB USB3.1 Gen2 High Speed U Disk Portable Solid State Drive,https://www.banggood.com/EAGET-SU10-Type-C-and-USB-Flash-Drive-1TB-or-512GB-or-256GB-USB3_1-Gen2-High-Speed-U-Disk-Portable-Solid-State-Drive-p-2023478.html?cur_warehouse=CN&ID=520000&rmmds=CategoryComputersPop&trace_id=9b521763848946345,US$24.99,US$89.99,0,,https://imgaz3.staticbg.com/thumb/gallery/oaupload/banggood/images/98/A3/37ae6501-022d-4424-9dd7-b1f844c0609e.jpg.webp,24.99,89.99,0.0,0,Economy ($10-25),True,72.23,Huge Discount (61%+)
"Computers,Videos & Games",Drives and Storage,2023483.0,EAGET S1 SD Memory Card 256GB 128GB 64GB 32GB 4K C10 V30 High Speed Smart Card Flash Card SD Cards for Camera,https://www.banggood.com/EAGET-S1-SD-Memory-Card-256GB-128GB-64GB-32GB-4K-C10-V30-High-Speed-Smart-Card-Flash-Card-SD-Cards-for-Camera-p-2023483.html?cur_warehouse=CN&ID=520000&rmmds=CategoryComputersPop&trace_id=9b521763848946345,US$16.99,US$50.99,0,,https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/3E/9A/e5d44137-5f85-4b7f-8a26-df0939166a14.jpg.webp,16.99,50.99,0.0,0,Economy ($10-25),True,66.68,Huge Discount (61%+)
"Computers,Videos & Games",Drives and Storage,2041505.0,Lenovo LC350 TF Memory Card 512GB/256GB/128GB U3 Class10 100MB/s High Speed Micro SD Card Flash Memory Flash Cards for Phone Driving Recorder Camera,https://www.banggood.com/Lenovo-LC350-TF-Memory-Card-512GB-or-256GB-or-128GB-U3-Class10-100MB-or-s-High-Speed-Micro-SD-Card-Flash-Memory-Flash-Cards-for-Phone-Driving-Recorder-Camera-p-2041505.html?cur_warehouse=CN&ID=515335&rmmds=CategoryComputersPop&trace_id=9b521763848946345,US$8.99,US$19.99,0,,https://imgaz3.staticbg.com/thumb/gallery/oaupload/banggood/images/E3/EA/97aae0c4-cb7e-4155-963a-27d2f34cf2a7.jpg.webp,8.99,19.99,0.0,0,Budget (<$10),True,55.03,Large Discount (41-60%)
"Computers,Videos & Games",Drives and Storage,2041506.0,Lenovo V90 SD Memory Class10 UHS-II High Speed Read speed up to 300Mb/s SD Flash Card 256GB/128GB/64GB for SLR Camera Drones,https://www.banggood.com/Lenovo-V90-SD-Memory-Class10-UHS-II-High-Speed-Read-speed-up-to-300Mb-or-s-SD-Flash-Card-256GB-or-128GB-or-64GB-for-SLR-Camera-Drones-p-2041506.html?cur_warehouse=CN&ID=514256&rmmds=CategoryComputersPop&trace_id=9b521763848946345,US$115.99,US$169.99,0,,https://imgaz2.staticbg.com/thumb/gallery/oaupload/banggood/images/53/F3/925fc163-15f1-4415-9a78-d46b1d1cdf49.jpg.webp,115.99,169.99,0.0,0,Expensive ($100+),True,31.77,Medium Discount (21-40%)
"Computers,Videos & Games",Drives and Storage,2042835.0,ORICO SO3-C4 USB4 M.2 NVMe SSD Enclosure 40Gbps Thunderbolt3/4 Compatible High Speed Data Transfer Toolless Installation Aluminum Alloy SSD Case Type-C Interface for 2280 M.2 M-key / B&M-key,https://www.banggood.com/ORICO-SO3-C4-USB4-M_2-NVMe-SSD-Enclosure-40Gbps-Thunderbolt3-or-4-Compatible-High-Speed-Data-Transfer-Toolless-Installation-Aluminum-Alloy-SSD-Case-Type-C-Interface-for-2280-M_2-M-key-or-BandM-key-p-2042835.html?cur_warehouse=CN&ID=6287836&rmmds=CategoryComputersPop&trace_id=9b521763848946345,US$187.99,US$259.99,0,,https://imgaz3.staticbg.com/thumb/gallery/oaupload/banggood/images/DE/CF/77ad11b4-46ca-437a-b1c1-be8969a1e0a3.jpg.webp,187.99,259.99,0.0,0,Expensive ($100+),True,27.69,Medium Discount (21-40%)
"Computers,Videos & Games",Drives and Storage,2042935.0,JINFLY A2 Class10 High Speed Express TF Memory Card 800MB/s 1TB/512GB/256GB/128GB Switch2 Smart Card Micro SD Card for Driving Recorder Phone Camera,https://www.banggood.com/JINFLY-A2-Class10-High-Speed-Express-TF-Memory-Card-800MB-or-s-1TB-or-512GB-or-256GB-or-128GB-Switch2-Smart-Card-Micro-SD-Card-for-Driving-Recorder-Phone-Camera-p-2042935.html?cur_warehouse=CN&ID=515335&rmmds=CategoryComputersPop&trace_id=9b521763848946345,US$62.99,US$89.99,0,,https://imgaz3.staticbg.com/thumb/gallery/oaupload/banggood/images/0B/1C/e840f9c5-71f4-4b45-a605-34f21d7d1df8.jpg.webp,62.99,89.99,0.0,0,Premium ($50-100),True,30.0,Medium Discount (21-40%)
"Computers,Videos & Games",Drives and Storage,2037672.0,Great Wall GP500 Class10 TF Memory Card 512GB/256GB/128GB U3 4K High Speed Flash Memory Flash Cards for Phone Driving Recorder Camera,https://www.banggood.com/Great-Wall-GP500-Class10-TF-Memory-Card-512GB-or-256GB-or-128GB-U3-4K-High-Speed-Flash-Memory-Flash-Cards-for-Phone-Driving-Recorder-Camera-p-2037672.html?cur_warehouse=CN&ID=515335&rmmds=CategoryComputersPop&trace_id=9b521763848946345,US$7.99,US$19.99,0,,https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/EB/8A/cfc24730-4533-4030-9a92-e764a47ff144.jpg.webp,7.99,19.99,0.0,0,Budget (<$10),True,60.03,Huge Discount (61%+)
